packet_count,unique_dst_ports,avg_packet_size,tcp_flag,udp_flag,flow_duration,label
10,10,2703,1,0,0,0
223,10,0,1,0,0,1
223,17,0,1,0,0,1
19,34,2139,1,0,0,0
4,7,5052,1,0,0,0
1,1,14416,1,0,0,0
5,6,11791,1,0,0,0
406,1,0,1,0,0,1
4,5,2670,1,0,0,0
6,6,602,1,0,0,0
143,14,0,1,0,0,1
17,17,989,1,0,0,0
1,1,1430,1,0,0,0
1,1,1274,1,0,0,0
2,1,1280,1,0,0,0
201,18,0,1,0,0,1
1,1,34826,1,0,0,0
4,5,3004,1,0,0,0
124,19,0,1,0,0,1
162,1,0,1,0,0,1
2,4,1480,0,0,0,1
277,17,0,1,0,0,1
4,4,8862,1,0,0,0
274,22,0,1,0,0,1
141,12,0,1,0,0,1
3,3,6293,1,0,0,0
8,23,1637,1,0,0,0
1,1,13240,1,0,0,0
1,3,4189,1,0,1,0
10,11,673,1,0,0,0
103,3,0,1,0,0,1
1,1,832,1,0,4,1
246,20,0,1,0,0,1
1,50,8,0,0,0,1
7,7,370,1,0,0,0
32,34,589,1,0,0,0
125,24,0,1,0,0,1
8,8,7422,1,0,0,0
2,2,13082,1,0,0,0
1,3,2638,1,0,20,0
6,6,1286,1,0,0,0
9,2,65,0,0,0,0
4,4,28,0,1,0,1
171,173,122,0,1,0,0
250,3,0,1,0,0,1
238,7,0,1,0,0,1
102,2,0,1,0,0,1
1,1,151,1,0,0,0
2,2,1195,1,0,0,0
2,10,2010,1,0,0,0
1,1,18,0,0,0,1
281,2,0,1,0,0,1
30,2,0,1,0,0,1
276,8,0,1,0,0,1
5,5,1682,1,0,0,0
163,9,0,1,0,0,1
1,21,8,0,0,0,1
301,20,0,1,0,0,1
28,28,1225,1,0,0,0
1,23,8,0,0,0,1
1,1,1574,1,0,18,0
16,16,1709,1,0,0,0
2,2,1,1,0,9235,1
1,1,0,1,0,0,1
46,46,1032,0,0,0,1
1,2,9719,1,0,0,0
39,39,1102,1,0,0,0
1,1,0,1,0,0,1
6,6,10660,1,0,0,0
211,22,0,1,0,0,1
1,1,1079,1,0,0,0
12,12,7122,1,0,0,0
280,11,0,1,0,0,1
1,4,876,1,0,0,0
17,35,1092,1,0,0,0
6,6,3697,1,0,0,0
1,1,1057,1,0,0,0
1,44,8,0,0,0,1
201,1,0,1,0,0,1
3,3,1705,1,0,0,0
276,14,0,1,0,0,1
1,1,0,1,0,0,0
145,225,180,0,1,0,0
1,1,2965,1,0,0,0
8,8,993,1,0,0,0
258,10,0,1,0,0,1
256,12,0,1,0,0,1
1,1,9877,1,0,409,0
12,12,877,1,0,0,0
26,44,746,1,0,0,0
14,6,0,1,0,0,1
2,2,12,1,0,0,0
30,31,2232,1,0,0,0
138,25,0,1,0,0,1
4,6,84,0,1,0,0
300,7,0,1,0,0,1
199,9,0,1,0,0,1
15,15,716,1,0,0,0
2,2,1,1,0,36613,1
1,1,0,1,0,0,0
144,15,0,1,0,0,1
104,4,0,1,0,0,1
18,18,2263,1,0,0,0
2,2,5691,1,0,0,0
7,11,532,1,0,0,0
7,7,1902,1,0,0,0
1,25,8,0,0,0,1
3,1,147,0,1,0,0
74,16,0,1,0,0,1
1,1,567,1,0,0,0
225,2,0,1,0,0,1
66,16,0,1,0,0,1
1,7,5131424,1,0,5043,1
7,7,740,1,0,0,0
1,35,8,0,0,0,1
2,2,0,1,0,0,0
4,4,1433,1,0,0,0
1,1,0,1,0,0,1
1,1,10389,1,0,0,0
139,13,0,1,0,0,1
28,60,917,1,0,0,0
144,16,0,1,0,0,1
241,19,0,1,0,0,1
15,19,1064,1,0,0,0
213,213,1032,0,0,0,1
1,45,8,0,0,0,1
36,1,0,1,0,0,1
3,2,251,0,1,0,0
254,17,0,1,0,0,1
1,2,1407,1,0,1,0
295,7,0,1,0,0,1
171,3,0,1,0,0,1
179,2,0,1,0,0,1
2,1,983,1,0,0,0
101,7,0,1,0,0,1
9,9,1049,1,0,0,0
22,22,15716,1,0,0,0
1,2,632,1,0,0,0
8,8,33,0,1,0,0
2,1,0,1,0,0,1
1,1,0,1,0,0,1
195,197,114,0,1,0,0
4,9,799,1,0,0,0
260,9,0,1,0,0,1
14,14,3176,1,0,0,0
1,3,1312,1,0,1,0
10,10,5966,1,0,0,0
125,13,0,1,0,0,1
139,10,0,1,0,0,1
10,11,10200,1,0,0,0
251,7,0,1,0,0,1
1,1,96,0,1,0,0
5,5,1527,1,0,0,0
211,17,0,1,0,0,1
20,8,78,0,0,0,0
208,2,0,1,0,0,1
1,1,0,1,0,0,0
268,19,0,1,0,0,1
1,1,0,1,0,0,1
2,1,0,1,0,0,1
1,19,3621,1,0,0,0
286,3,0,1,0,0,1
7,7,1469,1,0,0,0
425,1,0,1,0,0,1
8,9,3478,1,0,0,0
272,30,0,1,0,0,1
4,8,4809,1,0,0,0
241,3,0,1,0,0,1
2,2,319,1,0,0,0
1,1,1389,1,0,0,0
18,18,3964,1,0,0,0
125,19,0,1,0,0,1
1,1,0,1,0,0,0
6,6,6516,1,0,0,0
1,18,8,0,0,0,1
1,1,62854,1,0,0,1
3,3,1698,1,0,0,0
42,10,0,1,0,0,1
274,10,0,1,0,0,1
3,3,1155,1,0,0,0
7,9,876,1,0,0,0
1,1,6205,1,0,0,0
196,12,0,1,0,0,1
5,5,751,1,0,0,0
111,6,0,1,0,0,1
1,1,30,0,0,0,0
1,8,8237,1,0,0,0
2,4,36,0,1,0,0
168,3,0,1,0,0,1
122,188,86,0,1,0,0
108,8,0,1,0,0,1
1,1,0,1,0,0,0
36,12,0,1,0,0,1
143,19,0,1,0,0,1
1,21,2172,1,0,0,0
132,8,0,1,0,0,1
139,139,122,0,1,0,0
7,7,8460,1,0,0,0
1,1,850,1,0,1,0
8,8,17759,1,0,0,0
3,1,146,0,1,0,0
222,1,0,1,0,0,1
260,8,0,1,0,0,1
237,15,0,1,0,0,1
132,15,0,1,0,0,1
2,2,1,1,0,31401,1
57,11,0,1,0,0,1
1,1,18,0,0,0,1
1,1,4,1,0,0,0
13,26,814,1,0,0,0
257,19,0,1,0,0,1
1,1,276,1,0,0,0
77,157,183,0,1,0,0
1,27,8,0,0,0,1
1,1,150550,1,0,7805,0
2,12,964,1,0,0,0
11,20,92,0,1,0,0
257,19,0,1,0,0,1
13,13,0,1,0,0,1
9,9,5500,1,0,0,0
137,9,0,1,0,0,1
28,28,1231,1,0,0,0
12,25,1863,1,0,0,0
132,3,0,1,0,0,1
7,1,251,0,1,0,0
1,1,0,1,0,0,0
290,16,0,1,0,0,1
203,2,0,1,0,0,1
290,8,0,1,0,0,1
14,16,3169,1,0,0,0
116,3,0,1,0,0,1
260,6,0,1,0,0,1
12,1,1,0,1,0,1
21,21,28,0,1,0,1
2,2,773,1,0,0,0
486,486,1032,0,0,0,1
2,3,192,1,0,0,0
1,1,1506,1,0,7,0
1,1,0,1,0,0,1
1,1,1612,1,0,10,0
457,457,520,0,0,0,1
47,4,0,1,0,0,1
10,18,592,1,0,0,0
71,151,154,0,1,0,0
12,12,3853,1,0,0,0
6,6,1847,1,0,0,0
6,6,852,1,0,0,0
5,13,532,1,0,0,0
7,7,4451,1,0,0,0
139,10,0,1,0,0,1
1,17,7110,1,0,0,0
200,6,0,1,0,0,1
140,1,0,1,0,0,1
1,1,1184,1,0,0,0
9,9,1941,1,0,0,0
511,511,1032,0,0,0,1
68,68,28,0,1,0,1
132,7,0,1,0,0,1
9,9,6582,1,0,0,0
215,215,92,0,1,0,0
1,1,251,0,1,0,0
115,18,0,1,0,0,1
35,16,0,1,0,0,1
275,15,0,1,0,0,1
4,4,2812,1,0,0,0
76,13,0,1,0,0,1
12,12,16103,1,0,0,0
202,2,0,1,0,0,1
252,14,0,1,0,0,1
1,1,252,0,1,5784,0
3,3,1547,1,0,0,0
74,17,0,1,0,0,1
1,1,580,1,0,0,0
4,4,3562,1,0,0,0
116,19,0,1,0,0,1
2,2,62854,1,0,0,1
197,2,0,1,0,0,1
80,160,173,0,1,0,0
1,1,1354,1,0,0,0
198,4,0,1,0,0,1
4,4,183,0,0,0,0
102,3,0,1,0,0,1
1,1,24191,1,0,0,0
223,21,0,1,0,0,1
1,1,1112,1,0,0,0
1,1,4560,1,0,0,0
138,6,0,1,0,0,1
1,28,8,0,0,0,1
5,5,2967,1,0,0,0
154,1,0,1,0,0,1
204,18,0,1,0,0,1
262,4,0,1,0,0,1
8,8,1456,1,0,0,0
25,2,0,1,0,1,1
3,3,611,1,0,0,0
21,21,770,1,0,0,0
459,5,0,1,0,0,1
253,1,0,1,0,0,1
1,1,59,0,1,542,0
142,15,0,1,0,0,1
1,3,58,0,1,0,0
1,1,252,0,1,0,0
12,1,30,0,0,0,0
5,9,13209,1,0,0,0
139,20,0,1,0,0,1
1,1,0,1,0,0,0
1,2,12,1,0,0,0
9,9,1040,1,0,0,0
12,12,1715,1,0,0,0
5,5,13498,1,0,0,0
1,2,12965,1,0,0,0
196,9,0,1,0,0,1
3,3,1098,1,0,0,0
4,84,172,0,1,0,0
3,1,145,0,1,0,0
1,1,3689,1,0,1,1
1,7,8,0,0,0,1
167,167,90,0,1,0,0
2,1,0,1,0,0,1
1,2,1913,1,0,2,0
1,1,1636,1,0,4,0
3,3,1481,1,0,0,0
13,13,7278,1,0,0,0
10,14,1107,1,0,0,0
2,1,30,0,0,0,0
262,7,0,1,0,0,1
103,17,0,1,0,0,1
14,14,7793,1,0,0,0
43,43,2141,1,0,0,0
221,16,0,1,0,0,1
5,26,2464,1,0,0,0
33,14,0,1,0,0,1
3,9,1576,1,0,0,0
224,300,180,0,1,0,0
1,1,5610,1,0,30,0
221,14,0,1,0,0,1
4,2,251,0,1,10455,0
1,1,0,1,0,0,1
284,14,0,1,0,0,1
2,2,1,0,1,0,1
150,16,0,1,0,0,1
255,9,0,1,0,0,1
5,2,251,0,1,10326,0
26,2,0,1,0,0,1
2,2,16760,1,0,0,0
74,20,0,1,0,0,1
2,1,1236,1,0,0,0
7,9,0,1,0,0,1
2,2,3612,1,0,0,0
235,4,0,1,0,0,1
131,20,0,1,0,0,1
100,166,82,0,1,0,0
1,1,149,1,0,0,0
11,11,799,1,0,0,0
2,2,2026,1,0,0,0
8,8,1582,1,0,0,0
124,2,0,1,0,0,1
263,264,115,0,1,0,0
34,15,0,1,0,0,1
1,1,334,1,0,0,1
1,15,8,0,0,0,1
16,23,9614,1,0,0,0
16,3,0,1,0,0,1
1,2,0,1,0,0,0
151,151,520,0,1,0,0
1,1,0,1,0,0,1
115,7,0,1,0,0,1
130,10,0,1,0,0,1
236,15,0,1,0,0,1
3,5,88,0,1,28,0
280,16,0,1,0,0,1
1,1,1004,1,0,0,0
7,9,789,1,0,0,0
268,2,0,1,0,0,1
84,18,0,1,0,0,1
24,24,1800,1,0,0,0
139,139,520,0,0,0,1
211,6,0,1,0,0,1
9,9,493,1,0,0,0
1,1,18,0,0,0,1
100,2,0,1,0,0,1
101,13,0,1,0,0,1
265,4,0,1,0,0,1
1,1,4742,1,0,0,0
1,1,64,0,0,0,0
210,210,182,0,1,0,0
54,17,0,1,0,0,1
16,24,473,1,0,0,0
43,43,158,0,1,0,0
23,36,2561,1,0,0,0
1,1,3701,1,0,0,1
248,20,0,1,0,0,1
127,127,114,0,1,0,0
1,1,2033,1,0,202,0
13,1,5891,1,0,0,0
1,39,8,0,0,0,1
2,6,2043,1,0,0,0
13,13,2535,1,0,0,0
251,12,0,1,0,0,1
11,15,734,1,0,0,0
2,2,1,1,0,41285,1
222,18,0,1,0,0,1
2,2,29,0,1,0,0
4,4,13239,1,0,0,0
228,4,0,1,0,0,1
1,1,231,1,0,0,0
129,22,0,1,0,0,1
255,255,123,0,1,0,0
118,9,0,1,0,0,1
84,16,0,1,0,0,1
2,2,10971,1,0,0,0
115,4,0,1,0,0,1
1,1,18,0,0,0,1
16,16,1012,1,0,0,0
2,2,1,1,0,13488,1
111,10,0,1,0,0,1
4,4,62854,1,0,0,1
11,11,458,1,0,0,0
241,12,0,1,0,0,1
7,9,1078,1,0,0,0
242,1,0,1,0,0,1
1,1,425,1,0,0,0
1,1,1212,1,0,4,0
9,9,3751,1,0,0,0
101,6,0,1,0,0,1
1,1,0,1,0,0,1
12,12,12288,1,0,0,0
1,2,1781,1,0,1,0
3,3,62854,1,0,0,1
1,19,2124,1,0,0,0
1,1,0,1,0,25,1
320,1,0,1,0,0,1
17,29,1839,1,0,0,0
114,8,0,1,0,0,1
136,23,0,1,0,0,1
272,4,0,1,0,0,1
209,8,0,1,0,0,1
66,66,478,1,0,0,0
110,16,0,1,0,0,1
1,1,251,0,1,3047,0
2,1,0,1,0,0,1
3,1,251,0,1,1327,0
16,17,2125,1,0,0,0
268,5,0,1,0,0,1
3,2,383,1,0,0,0
4,4,2599,1,0,0,0
7,7,6824,1,0,0,0
292,14,0,1,0,0,1
5,33,16339,1,0,0,0
2,2,0,1,0,0,1
17,17,2530,1,0,0,0
19,19,781,1,0,0,0
1,1,0,1,0,0,1
1,1,252,0,1,860,0
297,15,0,1,0,0,1
150,1,0,1,0,0,1
198,6,0,1,0,0,1
63,4,0,1,0,0,1
4,4,5566,1,0,0,0
199,1,0,1,0,0,1
1,4,23308,1,0,0,0
1,41,8,0,0,0,1
106,105,88,0,1,0,0
68,68,172,0,1,0,0
20,20,777,1,0,0,0
6,39,23221,1,0,0,0
1,1,1106,1,0,0,0
11,12,580,1,0,475,0
299,9,0,1,0,0,1
1,2,860,1,0,8,0
509,1,0,1,0,0,1
30,8,1,0,1,0,1
3,4,37540,1,0,0,0
4,4,8844,1,0,0,0
234,1,0,1,0,0,1
88,88,28,0,1,0,1
244,17,0,1,0,0,1
1,1,4148,1,0,27,0
254,253,170,0,1,0,0
4,4,2880,1,0,0,0
237,12,0,1,0,0,1
1,1,4491,1,0,0,0
287,15,0,1,0,0,1
4,4,62854,1,0,0,1
19,25,494,1,0,0,0
1,1,0,1,0,0,0
1,1,1617,1,0,2,0
11,11,0,1,0,0,1
73,3,0,1,0,0,1
1,1,0,1,0,0,0
104,104,107,0,1,0,0
6,18,1494,1,0,0,0
1,1,3446,1,0,0,0
1,1,252,0,1,5065,0
256,256,116,0,1,0,0
2,1,183,0,0,0,0
240,6,0,1,0,0,1
149,2,0,1,0,0,1
1,1,304,1,0,0,1
1,1,53,1,0,0,0
14,14,4992,1,0,0,0
2,1,30,0,0,0,0
92,3,0,1,0,0,1
1,2,8236,1,0,0,0
2,1,0,1,0,0,1
191,2,0,1,0,0,1
1,48,5430,1,0,0,0
8,9,2999,1,0,0,0
5,6,3541,1,0,0,0
6,7,12701,1,0,0,0
230,230,128,0,1,0,0
1,1,252,0,1,1985,0
12,5,0,1,0,0,1
2,2,641,1,0,0,0
99,99,28,0,1,0,1
150,20,0,1,0,0,1
1,1,83,1,0,0,0
226,16,0,1,0,0,1
81,1,0,1,0,0,1
122,7,0,1,0,0,1
54,54,126,0,1,0,0
237,8,0,1,0,0,1
219,2,0,1,0,0,1
1,1,721,1,0,0,0
148,19,0,1,0,0,1
2,2,251,0,1,5,0
1,1,334,1,0,0,1
276,20,0,1,0,0,1
4,1,30,0,0,0,0
1,1,1382,1,0,0,0
66,146,176,0,1,0,0
148,147,164,0,1,0,0
1,1,1934,1,0,1,0
166,4,0,1,0,0,1
197,5,0,1,0,0,1
1,1,2116,1,0,0,0
71,151,177,0,1,0,0
2,32,1509,1,0,0,0
4,16,1832,1,0,0,0
1,1,210,0,1,0,0
11,13,576,1,0,0,0
104,2,0,1,0,0,1
264,20,0,1,0,0,1
10,33,632,1,0,0,0
1,1,1116,1,0,0,0
21,21,4902,1,0,0,0
254,22,0,1,0,0,1
122,11,0,1,0,0,1
1,1,165,1,0,0,0
511,511,1032,0,0,0,1
101,1,0,1,0,0,1
232,15,0,1,0,0,1
16,16,59,1,0,0,0
131,7,0,1,0,0,1
23,24,1248,1,0,0,0
9,15,2311,1,0,0,0
1,1,2877,1,0,8,0
511,511,1032,0,0,0,1
4,5,7048,1,0,0,0
126,4,0,1,0,0,1
263,3,0,1,0,0,1
1,1,0,1,0,0,0
127,12,0,1,0,0,1
194,18,0,1,0,0,1
2,2,62854,1,0,0,1
1,1,0,1,0,0,1
266,15,0,1,0,0,1
27,27,28,0,1,0,1
1,36,8,0,0,0,1
25,5,0,1,0,0,1
100,7,0,1,0,0,1
1,1,1098,1,0,1,0
240,10,0,1,0,0,1
5,5,8646,1,0,0,0
287,17,0,1,0,0,1
282,19,0,1,0,0,1
1,8,7498,1,0,0,0
1,1,246,1,0,0,1
129,18,0,1,0,0,1
244,5,0,1,0,0,1
279,11,0,1,0,0,1
1,1,13338,1,0,0,0
13,14,644,1,0,0,0
1,1,252,0,1,5753,0
134,16,0,1,0,0,1
2,2,1,1,0,17399,1
2,2,334,1,0,0,1
65,2,0,1,0,1,1
1,1,4601,1,0,31,0
269,18,0,1,0,0,1
1,22,8,0,0,0,1
2,2,590,1,0,0,0
9,9,1874,1,0,0,0
1,2,1636,1,0,0,0
2,2,1,1,0,21263,1
216,292,175,0,1,0,0
322,322,1032,0,0,0,1
31,11,0,1,0,0,1
4,4,586,1,0,0,0
271,25,0,1,0,0,1
26,26,7799,1,0,0,0
140,12,0,1,0,0,1
180,13,0,1,0,0,1
278,20,0,1,0,0,1
45,4,0,1,0,0,1
6,3,0,1,0,0,1
2,29,591,1,0,0,0
279,10,0,1,0,0,1
1,1,12,1,0,0,0
13,13,514,1,0,0,0
1,3,1676,1,0,1,0
21,1,6601,1,0,0,0
1,1,12,1,0,0,0
1,2,1782,1,0,2,0
2,2,2194619,1,0,2,0
111,17,0,1,0,0,1
366,1,0,1,0,0,1
145,7,0,1,0,0,1
9,10,988,1,0,0,0
231,9,0,1,0,0,1
8,18,84,0,1,0,0
130,4,0,1,0,0,1
21,21,1630,1,0,0,0
1,2,12819,1,0,3,0
23,3,0,1,0,0,1
2,2,4963,1,0,0,0
191,191,520,0,1,0,0
10,10,3777,1,0,0,0
214,16,0,1,0,0,1
6,6,1277,1,0,0,0
35,35,1533,1,0,0,0
1,1,1056,1,0,5,0
2,1,0,1,0,0,1
244,2,0,1,0,0,1
2,2,3691,1,0,0,0
257,3,0,1,0,0,1
12,12,2372,1,0,0,0
2,2,2007,1,0,0,0
1,27,8,0,0,0,1
2,2,192,1,0,0,0
23,30,772,1,0,0,0
78,1,0,1,0,0,1
7,11,472,1,0,0,0
234,6,0,1,0,0,1
2,2,251,0,1,8,0
116,2,0,1,0,0,1
1,1,761,1,0,0,0
106,6,0,1,0,0,1
74,152,170,0,1,0,0
2,4,118,0,1,4931,0
2,1,2473,1,0,0,0
1,1,0,1,0,0,1
1,1,6967,1,0,0,0
256,4,0,1,0,0,1
8,8,915,1,0,0,0
286,15,0,1,0,0,1
233,7,0,1,0,0,1
23,23,1159,1,0,0,0
29,15,0,1,0,0,1
1,1,3028,1,0,0,0
17,17,1,0,1,0,1
108,18,0,1,0,0,1
102,2,0,1,0,0,1
10,15,3242,1,0,0,0
229,9,0,1,0,0,1
239,12,0,1,0,0,1
1,1,232,1,0,0,0
511,511,1032,0,0,0,1
18,18,28,0,1,0,1
258,6,0,1,0,0,1
4,4,622,1,0,0,0
1,1,501,1,0,0,0
105,5,0,1,0,0,1
145,21,0,1,0,0,1
1,4,1846,1,0,1,0
19,79,174,0,1,0,0
10,10,5163,1,0,0,0
1,11,36,0,1,0,0
10,10,1635,1,0,0,0
123,21,0,1,0,0,1
9,2,0,1,0,0,1
1,1,13773,1,0,0,0
45,2,0,1,0,0,1
1,2,8,0,0,0,1
265,9,0,1,0,0,1
255,7,0,1,0,0,1
104,10,0,1,0,0,1
150,20,0,1,0,0,1
2,2,9190,1,0,0,0
31,31,662,1,0,0,0
232,3,0,1,0,0,1
217,2,0,1,0,0,1
66,1,0,1,0,0,1
1,1,0,1,0,0,1
16,16,7600,1,0,0,0
1,1,0,1,0,0,0
1,1,0,1,0,0,1
4,4,12858,1,0,0,0
1,4,999,1,0,0,0
1,1,1493,1,0,2,0
1,36,8,0,0,0,1
1,3,1628,1,0,2,0
195,1,0,1,0,0,1
232,13,0,1,0,0,1
1,1,1047,1,0,0,0
65,65,1032,0,0,0,1
1,17,8,0,0,0,1
1,1,0,1,0,2,1
120,2,0,1,0,0,1
204,1,0,1,0,0,1
8,14,84,0,1,0,0
63,2,0,1,0,4,1
1,1,147,0,1,0,0
1,2,0,1,0,0,0
262,18,0,1,0,0,1
3,3,6056,1,0,0,0
146,16,0,1,0,0,1
20,20,1625,1,0,0,0
2,1,0,1,0,0,1
261,261,520,0,0,0,1
242,1,0,1,0,0,1
213,21,0,1,0,0,1
50,11,0,1,0,0,1
1,52,8,0,0,0,1
170,11,0,1,0,0,1
252,23,0,1,0,0,1
126,15,0,1,0,0,1
34,34,1252,1,0,0,0
269,18,0,1,0,0,1
1,26,8,0,0,0,1
5,5,3047,1,0,0,0
6,6,1140,1,0,0,0
61,15,0,1,0,0,1
13,13,906,1,0,0,0
281,3,0,1,0,0,1
1,1,0,1,0,0,0
240,1,0,1,0,0,1
260,8,0,1,0,0,1
275,3,0,1,0,0,1
116,12,0,1,0,0,1
164,7,0,1,0,0,1
3,6,2617,1,0,0,0
1,14,11895,1,0,0,0
194,3,0,1,0,0,1
1,2,31,0,1,0,0
13,13,613,1,0,0,0
1,9,28247,1,0,0,0
8,8,5977,1,0,0,0
8,8,543,1,0,0,0
121,16,0,1,0,0,1
220,11,0,1,0,0,1
1,1,2570,1,0,0,0
8,11,373,1,0,0,0
23,23,1764,1,0,0,0
3,9,2229,1,0,0,0
29,2,0,1,0,0,1
229,11,0,1,0,0,1
118,16,0,1,0,0,1
240,9,0,1,0,0,1
3,4,3003,1,0,0,0
18,18,0,1,0,0,1
8,2,252,0,1,0,0
51,57,823,1,0,0,0
1,2,1323,1,0,0,0
1,1,1023,1,0,0,0
434,434,520,0,0,0,1
1,1,495,1,0,0,0
144,15,0,1,0,0,1
258,9,0,1,0,0,1
1,1,3130,1,0,0,0
154,154,128,0,1,0,0
1,1,1088,1,0,1,0
511,1,0,1,0,0,1
11,12,6994,1,0,0,0
111,5,0,1,0,0,1
228,22,0,1,0,0,1
282,16,0,1,0,0,1
9,9,7196,1,0,0,0
307,306,180,0,1,0,0
1,1,12,1,0,0,0
